scientificName,redlistCategory
Spergularia embergeri,Vulnerable
Bellis prostrata,Near Threatened
Rhynchospora modesti-lucennoi,Endangered
Scorzoneroides atlantica,Least Concern
Rumex tunetanus,Critically Endangered
Damasonium polyspermum,Vulnerable
Hypochaeris angustifolia,Least Concern
Eryngium variifolium,Vulnerable
Ranunculus aurasiacus,Least Concern
Scrophularia eriocalyx,Endangered
Glyceria spicata,Data Deficient
Cullen americanum,Least Concern
Callitriche mathezii,Endangered
Helosciadium crassipes,Near Threatened
Juncus heterophyllus,Near Threatened
Leptochloa panicea,Least Concern
Spergularia tangerina,Least Concern
Peucedanum munbyi,Near Threatened
Myosotis atlantica,Near Threatened
Pulicaria filaginoides,Critically Endangered
Zantedeschia aethiopica,Least Concern
Ruppia maritima,Least Concern
Lepidium violaceum,Vulnerable
Plantago lacustris,Vulnerable
Limonium palmyrense,Vulnerable
Nasturtium africanum,Endangered
Galanthus elwesii,Data Deficient
Galanthus gracilis,Data Deficient
Galanthus ikariae,Vulnerable
Galanthus peshmenii,Vulnerable
Galanthus plicatus,Least Concern
Galanthus reginae-olgae,Vulnerable
Galanthus trojanus,Critically Endangered
Adenocarpus ombriosus,Endangered
Aeonium balsamiferum,Vulnerable
Ononis maweana,Near Threatened
Achillea thracica,Data Deficient
Lepidium turczaninowii,Critically Endangered
Teline nervosa,Critically Endangered
Cheirolophus tagananensis,Vulnerable
Silene nocteolens,Critically Endangered
Geum bulgaricum,Least Concern
Tanacetum oshanahanii,Critically Endangered
Astragalus tanaiticus,Vulnerable
Fritillaria graeca,Data Deficient
Potentilla silesiaca,Data Deficient
Ranunculus fontanus,Data Deficient
Ruta microcarpa,Endangered
Helianthemum teneriffae,Critically Endangered
Fritillaria montana,Data Deficient
Astragalus setosulus,Vulnerable
Centaurea dubjanskyi,Vulnerable
Anemonoides uralensis,Endangered
Salvia herbanica,Critically Endangered
Haberlea rhodopensis,Least Concern
Verbascum purpureum,Data Deficient
Limonium preauxii,Endangered
Moehringia hypanica,Vulnerable
Fritillaria epirotica,Endangered
Armoracia macrocarpa,Data Deficient
Achillea glaberrima,Least Concern
Crepis purpurea,Vulnerable
Sonchus gandogeri,Critically Endangered
Campanula lanata,Data Deficient
Arum purpureospathum,Vulnerable
Thesium psilotocladum,Critically Endangered
Alyssum akamasicum,Data Deficient
Cheirolophus metlesicsii,Critically Endangered
Artemisia insipida,Critically Endangered
Cheirolophus satarataensis,Vulnerable
Viola cryana,Extinct
Veronica turrilliana,Data Deficient
Lilium jankae,Data Deficient
Lotus maculatus,Critically Endangered
Onosma troodi,Data Deficient
Dianthus serotinus,Data Deficient
Lotus eremiticus,Critically Endangered
Bencomia exstipulata,Vulnerable
Cheirolophus falcisectus,Endangered
Micromeria leucantha,Endangered
Bromus bromoideus,Extinct in the Wild
Tolpis glabrescens,Endangered
Centaurea pseudoleucolepis,Extinct
Lotus pyranthus,Critically Endangered
Plantago famarae,Critically Endangered
Sisymbrium confertum,Data Deficient
Cicer canariense,Endangered
Bromus interruptus,Extinct in the Wild
Echium pininana,Endangered
Cheirolophus santos-abreui,Critically Endangered
Fritillaria euboeica,Vulnerable
Galium rhodopeum,Data Deficient
Lilium rhodopeum,Vulnerable
Crambe scoparia,Endangered
Origanum cordifolium,Vulnerable
Limonium perezii,Vulnerable
Limonium frutescens,Endangered
Pericallis malvifolia,Critically Endangered
Crambe koktebelica,Data Deficient
Dianthus hypanicus,Vulnerable
Veronica euxina,Data Deficient
Dioscorea orizabensis,Data Deficient
Dioscorea bernoulliana,Least Concern
Dioscorea longituba,Least Concern
Dioscorea wallichii,Least Concern
Dioscorea pseudomacrocapsa,Least Concern
Dioscorea trilinguis,Least Concern
Dioscorea sericea,Least Concern
Dioscorea tenuifolia,Least Concern
Dioscorea nana,Data Deficient
Urtica kioviensis,Data Deficient
Monochoria korsakowii,Least Concern
Baldellia alpestris,Near Threatened
Myosotis secunda,Least Concern
Callitriche cophocarpa,Least Concern
Callitriche platycarpa,Least Concern
Callitriche transvolgensis,Endangered
Ceratophyllum tanaiticum,Data Deficient
Hypericum elodes,Least Concern
Utricularia bremii,Data Deficient
Nymphaea tetragona,Least Concern
Potamogeton obtusifolius,Least Concern
Ranunculus batrachioides,Near Threatened
Ranunculus fluitans,Least Concern
Ranunculus ololeucos,Data Deficient
Sparganium emersum,Least Concern
Oenanthe fluviatilis,Near Threatened
Puya raimondii,Endangered
Limnophila sessiliflora,Least Concern
Marsilea crenata,Least Concern
Ottelia balansae,Data Deficient
Typha orientalis,Least Concern
Bonnaya antipoda,Least Concern
Cladopus austrosinensis,Data Deficient
Potamogeton maackianus,Least Concern
Rotala rosea,Least Concern
Trapa incisa,Least Concern
Cladopus nymanii,Least Concern
Sagittaria tengtsungensis,Data Deficient
Lemna perpusilla,Least Concern
Caldesia grandis,Least Concern
Sagittaria pygmaea,Least Concern
Vallisneria natans,Least Concern
Utricularia aurea,Least Concern
Utricularia graminifolia,Least Concern
Potamogeton distinctus,Least Concern
Rotala indica,Least Concern
Sagittaria lichuanensis,Endangered
Wedelia chinensis,Least Concern
Oenanthe javanica,Least Concern
Najas indica,Least Concern
Sesbania javanica,Least Concern
Euryale ferox,Least Concern
Rotala rotundifolia,Least Concern
Sagittaria trifolia,Least Concern
Hygrophila salicifolia,Least Concern
Potamogeton wrightii,Least Concern
Acanthus ilicifolius,Least Concern
Utricularia bifida,Least Concern
Blyxa japonica,Least Concern
Sagittaria potamogetifolia,Least Concern
Drosera peltata,Least Concern
Vandellia micrantha,Least Concern
Hemisteptia lyrata,Least Concern
Nymphoides parvifolia,Least Concern
Salvinia cucullata,Least Concern
Monochoria hastata,Least Concern
Monochoria vaginalis,Least Concern
Myriophyllum tuberculatum,Least Concern
Nymphaea pubescens,Least Concern
Hygrophila pinnatifida,Least Concern
Aponogeton natans,Least Concern
Cyperus cephalotes,Least Concern
Myriophyllum indicum,Least Concern
Limnophila rugosa,Least Concern
Hydrocera triflora,Least Concern
Hoppea dichotoma,Least Concern
Hydrolea zeylanica,Least Concern
Aeschynomene aspera,Least Concern
Limnophila heterophylla,Least Concern
Caesulia axillaris,Least Concern
Crinum viviparum,Least Concern
Juncus prismatocarpus,Least Concern
Isoetes coromandelina,Least Concern
Hygrophila polysperma,Least Concern
Landoltia punctata,Least Concern
Lasia spinosa,Least Concern
Actinoscirpus grossus,Least Concern
Acorus gramineus,Least Concern
Hydrocharis dubia,Least Concern
Halophila ovalis,Least Concern
Nymphaea rubra,Least Concern
Zeuxine strateumatica,Least Concern
Blyxa octandra,Least Concern
Aponogeton crispus,Least Concern
Drosera burmanni,Least Concern
Nechamandra alternifolia,Least Concern
Cyanotis axillaris,Least Concern
Nymphoides aurantiaca,Least Concern
Limnophila aromatica,Least Concern
Hydrobryum griffithii,Least Concern
Colocasia esculenta,Least Concern
Beta hybrida,Data Deficient
Beta nana,Vulnerable
Brassica balearica,Least Concern
Brassica cadmea,Data Deficient
Brassica incana,Data Deficient
Brassica montana,Least Concern
Brassica nivalis,Least Concern
Brassica oleracea,Data Deficient
Brassica rupestris,Near Threatened
Brassica villosa,Near Threatened
Sanguisorba dodecandra,Near Threatened
Prunus klokovii,Data Deficient
Allium aethusanum,Data Deficient
Lactuca palmensis,Least Concern
Allium narcissiflorum,Data Deficient
Allium breviradium,Data Deficient
Allium autumnale,Least Concern
Allium melanantherum,Least Concern
Allium bornmuelleri,Data Deficient
Allium corsicum,Critically Endangered
Allium podolicum,Data Deficient
Avena canariensis,Least Concern
Allium pervestitum,Endangered
Lactuca alpestris,Near Threatened
Lactuca longidentata,Data Deficient
Malus crescimannoi,Data Deficient
Allium circinnatum,Data Deficient
Allium willeanum,Least Concern
Allium acutiflorum,Least Concern
Allium obtusiflorum,Data Deficient
Allium scythicum,Data Deficient
Allium schmitzii,Vulnerable
Allium talijevii,Data Deficient
Allium heldreichii,Data Deficient
Allium ericetorum,Data Deficient
Allium pruinatum,Data Deficient
Lactuca plumieri,Data Deficient
Allium melananthum,Near Threatened
Allium permixtum,Data Deficient
Malus sylvestris,Data Deficient
Allium parnassicum,Data Deficient
Allium lojaconoi,Near Threatened
Lactuca aurea,Least Concern
Daucus halophilus,Data Deficient
Lactuca singularis,Vulnerable
Allium phthioticum,Data Deficient
Allium kermesinum,Data Deficient
Allium insubricum,Data Deficient
Allium integerrimum,Data Deficient
Allium meteoricum,Data Deficient
Allium suaveolens,Least Concern
Allium incensiodorum,Data Deficient
Allium lopadusanum,Data Deficient
Allium moly,Least Concern
Allium chrysonemum,Data Deficient
Lactuca perennis,Data Deficient
Allium gomphrenoides,Data Deficient
Allium lehmannii,Data Deficient
Allium marschallianum,Data Deficient
Allium stearnii,Least Concern
Lactuca tetrantha,Vulnerable
Lactuca cyprica,Near Threatened
Patellifolia webbiana,Critically Endangered
Lactuca pancicii,Least Concern
Allium chamaespathum,Data Deficient
Avena volgensis,Data Deficient
Allium palentinum,Data Deficient
Allium pyrenaicum,Vulnerable
Pyrus vallis-demonis,Data Deficient
Halophila stipulacea,Least Concern
Phyllospadix torreyi,Least Concern
Posidonia kirkmanii,Least Concern
Heterozostera chilensis,Endangered
Ruppia polycarpa,Least Concern
Halophila johnsonii,Least Concern
Halophila euphlebia,Data Deficient
Halophila sulawesii,Data Deficient
Halodule pinifolia,Least Concern
Halodule uninervis,Least Concern
Halodule beaudettei,Data Deficient
Halophila tricostata,Least Concern
Enhalus acoroides,Least Concern
Syringodium isoetifolium,Least Concern
Posidonia australis,Near Threatened
Halodule ciliata,Data Deficient
Zostera caulescens,Near Threatened
Posidonia angustifolia,Least Concern
Halophila engelmanni,Near Threatened
Halophila hawaiiana,Vulnerable
Zostera asiatica,Near Threatened
Cymodocea angustata,Least Concern
Phyllospadix japonicus,Endangered
Halophila beccarii,Vulnerable
Halophila spinulosa,Least Concern
Phyllospadix iwatensis,Vulnerable
Zostera geojeensis,Endangered
Thalassia testudinum,Least Concern
Halodule emarginata,Data Deficient
Nanozostera japonica,Least Concern
Posidonia sinuosa,Vulnerable
Posidonia denhartogii,Least Concern
Ruppia megacarpa,Least Concern
Halophila decipiens,Least Concern
Lepilaena australis,Data Deficient
Heterozostera tasmanica,Least Concern
Heterozostera nigricaulis,Least Concern
Amphibolis antarctica,Least Concern
Zostera caespitosa,Vulnerable
Cymodocea serrulata,Least Concern
Lepilaena marina,Data Deficient
Amphibolis griffithii,Least Concern
Nanozostera noltii,Least Concern
Ruppia filifolia,Data Deficient
Cymodocea rotundata,Least Concern
Thalassia hemprichii,Least Concern
Halophila capricorni,Least Concern
Phyllospadix serrulatus,Least Concern
Phyllospadix scouleri,Least Concern
Halophila ovata,Least Concern
Posidonia coriacea,Least Concern
Nanozostera capensis,Vulnerable
Halophila australis,Least Concern
Halodule wrightii,Least Concern
Zostera pacifica,Least Concern
Halodule bermudensis,Data Deficient
Thalassodendron ciliatum,Least Concern
Halophila minor,Least Concern
Ruppia tuberosa,Least Concern
Syringodium filiforme,Least Concern
Posidonia ostenfeldii,Least Concern
Heterozostera polychlamys,Least Concern
Halophila nipponica,Near Threatened
Halophila baillonii,Vulnerable
Thalassodendron pachyrhizum,Least Concern
Nanozostera muelleri,Least Concern
Limonium legrandii,Endangered
Medicago saxatilis,Endangered
Medicago tenderiensis,Data Deficient
Lupinus hispanicus,Least Concern
Medicago prostrata,Least Concern
Wiesneria triandra,Least Concern
Rotala floribunda,Vulnerable
Crotalaria quinquefolia,Least Concern
Eriocaulon tuberiferum,Vulnerable
Anaphalis beddomei,Vulnerable
Coelachne minuta,Least Concern
Torenia bicolor,Least Concern
Smithia blanda,Least Concern
Smithia sensitiva,Least Concern
Aponogeton satarensis,Endangered
Hubbardia heptaneuron,Vulnerable
Smithia hirsuta,Least Concern
Ranunculus baudotii,Least Concern
Isoetes subinermis,Data Deficient
Isoetes brochonii,Data Deficient
Carum verticillatum,Least Concern
Rumex balcanicus,Data Deficient
Gymnadenia runei,Near Threatened
Dactylorhiza baumanniana,Near Threatened
Orchis pauciflora,Least Concern
Gymnadenia borealis,Data Deficient
Gymnadenia lithopolitanica,Endangered
Epipactis dunensis,Data Deficient
Serapias nurrica,Near Threatened
Chamorchis alpina,Least Concern
Ophrys insectifera,Least Concern
Anacamptis boryi,Vulnerable
Epipactis purpurata,Least Concern
Platanthera micrantha,Endangered
Epipactis tallosii,Endangered
Epipactis leptochila,Least Concern
Gymnadenia rhellicani,Least Concern
Dactylorhiza sambucina,Least Concern
Gymnadenia archiducis-joannis,Endangered
Epipactis muelleri,Least Concern
Epipactis nordeniorum,Vulnerable
Gymnadenia odoratissima,Least Concern
Epipactis albensis,Least Concern
Dactylorhiza foliosa,Least Concern
Gymnadenia widderi,Endangered
Ophrys bertolonii,Least Concern
Gymnadenia stiriaca,Endangered
Epipactis phyllanthes,Least Concern
Epipactis greuteri,Endangered
Gymnadenia frivaldii,Least Concern
Epipactis placentina,Endangered
Habenaria tridactylites,Least Concern
Himantoglossum metlesicsianum,Endangered
Lepidium syvaschicum,Data Deficient
Rorippa kerneri,Least Concern
Lathyrus cirrhosus,Least Concern
Isatis littoralis,Data Deficient
Medicago kotovii,Vulnerable
Barbarea bracteosa,Data Deficient
Onobrychis viciifolia,Least Concern
Rorippa lippizensis,Least Concern
Trifolium incarnatum,Least Concern
Rorippa hispanica,Data Deficient
Lepidium cardamines,Least Concern
Asparagus plocamoides,Vulnerable
Medicago tenoreana,Least Concern
Asparagus umbellatus,Least Concern
Crambe grandiflora,Data Deficient
Crambe gomerae,Vulnerable
Lepidium ramburei,Data Deficient
Asparagus fallax,Endangered
Lepidium villarsii,Least Concern
Barbarea verna,Data Deficient
Barbarea conferta,Data Deficient
Lathyrus heterophyllus,Least Concern
Isatis platyloba,Vulnerable
Isatis vermia,Data Deficient
Asparagus nesiotes,Endangered
Barbarea lepuznica,Endangered
Crambe microcarpa,Endangered
Barbarea longirostris,Data Deficient
Crambe strigosa,Least Concern
Elymus alopex,Least Concern
Agropyron dasyanthum,Endangered
Lathyrus grandiflorus,Least Concern
Asparagus littoralis,Data Deficient
Barbarea balcana,Least Concern
Isatis tomentella,Data Deficient
Medicago strasseri,Near Threatened
Barbarea bosniaca,Data Deficient
Barbarea macrophylla,Data Deficient
Lepidium carrerasii,Data Deficient
Asparagus arborescens,Vulnerable
Asparagus pseudoscaber,Data Deficient
Agropyron tanaiticum,Near Threatened
Diplotaxis gomez-campoi,Least Concern
Isatis villarsii,Data Deficient
Agropyron cimmericum,Endangered
Lepidium heterophyllum,Least Concern
Isatis arenaria,Data Deficient
Barbarea rupicola,Least Concern
Barbarea sicula,Data Deficient
Crambe scaberrima,Vulnerable
Medicago bondevii,Least Concern
Diplotaxis ilorcitana,Least Concern
Armoracia rusticana,Least Concern
Astragalus arenarius,Least Concern
Isatis allionii,Data Deficient
Crambe pritzelii,Endangered
Medicago pironae,Near Threatened
Cicer graecum,Endangered
Medicago heyniana,Near Threatened
Medicago heterocarpa,Data Deficient
Eriocaulon leucomelas,Least Concern
Eriocaulon richardianum,Endangered
Bonnaya estaminodiosa,Least Concern
Fimbristylis argentea,Least Concern
Eriocaulon kanarense,Least Concern
Eriocaulon sedgwickii,Least Concern
Fimbristylis nutans,Least Concern
Murdannia esculenta,Least Concern
Cyperus paniceus,Least Concern
Bacopa hamiltoniana,Least Concern
Podostemum munnarense,Endangered
Trichophorum subcapitatum,Least Concern
Fimbristylis salbundia,Least Concern
Utricularia cecilii,Endangered
Nitella mucronata,Least Concern
Lobelia alsinoides,Least Concern
Queenslandiella hyalina,Least Concern
Cyperus clarkei,Least Concern
Cyperus diffusus,Least Concern
Rotala serpyllifolia,Least Concern
Parochetus communis,Least Concern
Fuirena swamyi,Vulnerable
Hydrocotyle conferta,Endangered
Eriocaulon rouxianum,Critically Endangered
Fimbristylis ovata,Least Concern
Clinopodium capitellatum,Least Concern
Eragrostis unioloides,Least Concern
Bolbitis subcrenata,Least Concern
Vandellia anagallis,Least Concern
Rostellularia quinqueangularis,Least Concern
Eriocaulon ritchieanum,Least Concern
Ischaemum molle,Least Concern
Polypleurum dichotomum,Least Concern
Zeylanidium barberi,Least Concern
Bonnaya ciliata,Least Concern
Nitella oligospira,Least Concern
Isachne meeboldii,Critically Endangered
Microcarpaea minima,Least Concern
Fimbristylis pubisquama,Least Concern
Utricularia smithiana,Least Concern
Persicaria dichotoma,Least Concern
Murdannia semiteres,Least Concern
Cyperus mitis,Least Concern
Aniseia martinicensis,Least Concern
Indotristicha tirunelveliana,Near Threatened
Hydrocotyle javanica,Least Concern
Merremia gangetica,Least Concern
Phragmites vallatorius,Least Concern
Farmeria indica,Endangered
Fuirena tuwensis,Least Concern
Ammannia octandra,Least Concern
Cyperus pangorei,Least Concern
Yamazakia pusilla,Least Concern
Eriocaulon fluviatile,Least Concern
Rotala malabarica,Critically Endangered
Persicaria attenuata,Least Concern
Polypleurum wallichii,Least Concern
Rotala verticillaris,Least Concern
Eriocaulon sivarajanii,Critically Endangered
